Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Year-Month
US-2018-132297,27-05-2018,02-06-2018,Standard Class,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,Office Supplies,Binders,Binding Machine Supplies,58.34,2018-05
US-2018-132297,27-05-2018,02-06-2018,Standard Class,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,Technology,Phones,Google Nexus 5,539.97,2018-05
CA-2015-100328,28-01-2015,03-02-2015,Standard Class,Jasper Cacioppo,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,2015-01
CA-2018-118773,09-02-2018,14-02-2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,2018-02
CA-2018-118773,09-02-2018,14-02-2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2018-02
CA-2018-118773,09-02-2018,14-02-2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Stacking Trays by OIC,3.984,2018-02
CA-2018-118773,09-02-2018,14-02-2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2018-02
US-2018-159205,31-03-2018,02-04-2018,Second Class,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61,2018-03
US-2018-159205,31-03-2018,02-04-2018,Second Class,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,Technology,Phones,Vtech CS6719,671.93,2018-03
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,2017-03
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,Technology,Phones,Pyle PMP37LED,479.95,2017-03
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,Office Supplies,Paper,Xerox 194,166.44,2017-03
CA-2016-114468,23-08-2016,23-08-2016,Same Day,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,2016-08
CA-2016-114468,23-08-2016,23-08-2016,Same Day,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Paper,Xerox 206,10.368,2016-08
CA-2016-114468,23-08-2016,23-08-2016,Same Day,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Fasteners,Staples,12.032,2016-08
CA-2016-114468,23-08-2016,23-08-2016,Same Day,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2016-08
CA-2018-135692,27-04-2018,01-05-2018,Standard Class,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,2018-04
CA-2018-135692,27-04-2018,01-05-2018,Standard Class,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,2018-04
CA-2018-131233,14-04-2018,19-04-2018,Standard Class,Christine Sundaresam,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Avery Non-Stick Binders,10.776,2018-04
CA-2018-131233,14-04-2018,19-04-2018,Standard Class,Christine Sundaresam,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,2018-04
CA-2018-119578,22-12-2018,27-12-2018,Second Class,Jason Gross,Corporate,United States,Providence,Rhode Island,East,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,2018-12
CA-2018-119578,22-12-2018,27-12-2018,Second Class,Jason Gross,Corporate,United States,Providence,Rhode Island,East,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,2018-12
CA-2017-124562,08-12-2017,12-12-2017,Standard Class,Julie Prescott,Home Office,United States,Columbus,Ohio,East,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,2017-12
US-2018-140074,23-03-2018,29-03-2018,Standard Class,Erin Creighton,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1980,25.68,2018-03
CA-2017-103037,25-07-2017,29-07-2017,Standard Class,Ken Heidel,Corporate,United States,Houston,Texas,Central,Office Supplies,Labels,Avery 493,15.712,2017-07
CA-2018-127460,10-07-2018,14-07-2018,Standard Class,Frank Gastineau,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,2018-07
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,2017-07
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,2017-07
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,2017-07
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1993,51.84,2017-07
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,2017-07
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Technology,Machines,Okidata C331dn Printer,837.6,2017-08
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,2017-08
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1978,34.68,2017-08
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,2017-08
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,2017-08
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,2017-08
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Technology,Phones,Cisco SPA301,249.584,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2016-06
CA-2016-121720,11-06-2016,12-06-2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,2016-06
CA-2018-149895,08-09-2018,12-09-2018,Standard Class,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2018-09
CA-2018-147564,02-10-2018,06-10-2018,Standard Class,Becky Pak,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1907,49.12,2018-10
CA-2015-136399,16-12-2015,17-12-2015,First Class,Chad Cunningham,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2015-12
CA-2015-136399,16-12-2015,17-12-2015,First Class,Chad Cunningham,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2015-12
CA-2015-136399,16-12-2015,17-12-2015,First Class,Chad Cunningham,Home Office,United States,Los Angeles,California,West,Technology,Accessories,First Data FD10 PIN Pad,395,2015-12
CA-2015-136399,16-12-2015,17-12-2015,First Class,Chad Cunningham,Home Office,United States,Los Angeles,California,West,Technology,Phones,GE 30524EE4,627.168,2015-12
CA-2015-107916,24-08-2015,26-08-2015,First Class,Jennifer Patt,Corporate,United States,Oceanside,New York,East,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2015-08
CA-2015-107916,24-08-2015,26-08-2015,First Class,Jennifer Patt,Corporate,United States,Oceanside,New York,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,2015-08
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Office Supplies,Binders,Surelock Post Binders,30.56,2018-11
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,2018-11
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,2018-11
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2018-11
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2018-11
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,2018-11
CA-2016-112557,25-04-2016,28-04-2016,First Class,John Lucas,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,2016-04
US-2015-122959,12-12-2015,12-12-2015,Same Day,Craig Yedwab,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2015-12
CA-2018-162572,25-09-2018,27-09-2018,Second Class,Raymond Buch,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,2018-09
CA-2018-162572,25-09-2018,27-09-2018,Second Class,Raymond Buch,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Art,Newell 311,10.608,2018-09
US-2017-148110,05-09-2017,11-09-2017,Standard Class,Anthony Rawles,Corporate,United States,Austin,Texas,Central,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,2017-09
CA-2018-131828,11-02-2018,13-02-2018,Second Class,Cari Sayre,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,2018-02
CA-2018-131828,11-02-2018,13-02-2018,Second Class,Cari Sayre,Corporate,United States,Seattle,Washington,West,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,2018-02
CA-2015-109218,30-06-2015,03-07-2015,Second Class,Anthony Rawles,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,2015-06
CA-2017-120558,07-06-2017,10-06-2017,First Class,Ross DeVincentis,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 226,32.4,2017-06
US-2015-109036,20-12-2015,25-12-2015,Standard Class,Keith Herrera,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,Avery 489,31.05,2015-12
CA-2016-147830,15-12-2016,18-12-2016,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,2016-12
CA-2016-147830,15-12-2016,18-12-2016,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2016-12
CA-2016-147830,15-12-2016,18-12-2016,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2016-12
CA-2016-147830,15-12-2016,18-12-2016,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,2016-12
CA-2018-150497,20-07-2018,24-07-2018,Standard Class,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,Central,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2018-07
CA-2015-128986,03-08-2015,05-08-2015,Second Class,Gary Hansen,Home Office,United States,Glendale,Arizona,West,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,2015-08
CA-2016-139584,24-08-2016,28-08-2016,Standard Class,Eleni McCrary,Corporate,United States,New York City,New York,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2016-08
CA-2016-139584,24-08-2016,28-08-2016,Standard Class,Eleni McCrary,Corporate,United States,New York City,New York,East,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2016-08
US-2017-162677,26-03-2017,27-03-2017,First Class,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,2017-03
US-2017-162677,26-03-2017,27-03-2017,First Class,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,2017-03
US-2015-150924,12-09-2015,16-09-2015,Second Class,Pete Takahito,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,Staple envelope,15.56,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Newell 34,59.52,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1971,38.52,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2015-09
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,Herbert Flentye,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,2015-09
CA-2017-146682,29-10-2017,31-10-2017,First Class,Katrina Willman,Consumer,United States,Lansing,Michigan,Central,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,2017-10
CA-2017-138695,28-05-2017,03-06-2017,Standard Class,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,Furniture,Chairs,Novimex Fabric Task Chair,390.272,2017-05
CA-2017-138695,28-05-2017,03-06-2017,Standard Class,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,2017-05
CA-2018-107461,21-12-2018,26-12-2018,Second Class,Pete Kriz,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,2018-12
US-2017-133879,21-03-2017,28-03-2017,Standard Class,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2017-03
US-2017-133879,21-03-2017,28-03-2017,Standard Class,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,2017-03
US-2017-133879,21-03-2017,28-03-2017,Standard Class,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,Newell 33,13.392,2017-03
CA-2018-157483,11-11-2018,18-11-2018,Standard Class,Emily Phan,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,2018-11
US-2018-132059,23-09-2018,29-09-2018,Standard Class,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,West,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2018-09
US-2018-132059,23-09-2018,29-09-2018,Standard Class,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,West,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2018-09
CA-2018-122280,10-09-2018,10-09-2018,Same Day,Shahid Hopkins,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2018-09
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,Suzanne McNair,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,2018-12
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,Suzanne McNair,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2018-12
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,Suzanne McNair,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,2018-12
CA-2018-152912,09-11-2018,12-11-2018,Second Class,Brian Moss,Corporate,United States,Columbia,Maryland,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2018-11
CA-2018-152912,09-11-2018,12-11-2018,Second Class,Brian Moss,Corporate,United States,Columbia,Maryland,East,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,2018-11
CA-2018-152912,09-11-2018,12-11-2018,Second Class,Brian Moss,Corporate,United States,Columbia,Maryland,East,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,2018-11
CA-2018-152912,09-11-2018,12-11-2018,Second Class,Brian Moss,Corporate,United States,Columbia,Maryland,East,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,2018-11
CA-2015-123498,07-11-2015,09-11-2015,First Class,Tamara Chand,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,2015-11
CA-2015-123498,07-11-2015,09-11-2015,First Class,Tamara Chand,Corporate,United States,Houston,Texas,Central,Office Supplies,Envelopes,Staple envelope,74.352,2015-11
CA-2018-159352,12-03-2018,17-03-2018,Standard Class,Ken Black,Corporate,United States,Lowell,Massachusetts,East,Technology,Phones,PowerGen Dual USB Car Charger,69.93,2018-03
US-2018-146416,20-10-2018,22-10-2018,Second Class,Justin Ellison,Corporate,United States,Woodland,California,West,Office Supplies,Labels,Avery 510,3.75,2018-10
US-2018-146416,20-10-2018,22-10-2018,Second Class,Justin Ellison,Corporate,United States,Woodland,California,West,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,2018-10
US-2016-163783,27-12-2016,01-01-2017,Standard Class,Daniel Raglin,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,2016-12
CA-2018-123981,02-10-2018,08-10-2018,Standard Class,Rob Williams,Corporate,United States,New York City,New York,East,Technology,Phones,Plantronics 81402,65.99,2018-10
CA-2018-158953,04-06-2018,08-06-2018,Standard Class,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,Central,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,2018-06
CA-2015-165428,01-09-2015,04-09-2015,First Class,Jack Lebron,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2015-09
CA-2015-165428,01-09-2015,04-09-2015,First Class,Jack Lebron,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 216,31.104,2015-09
CA-2017-169026,08-08-2017,13-08-2017,Standard Class,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,2017-08
CA-2018-109750,22-07-2018,28-07-2018,Standard Class,Fred Hopkins,Corporate,United States,New York City,New York,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,2018-07
CA-2016-149384,10-07-2016,10-07-2016,Same Day,Eric Hoffmann,Consumer,United States,Tempe,Arizona,West,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,2016-07
CA-2015-131527,01-12-2015,07-12-2015,Standard Class,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,2015-12
CA-2018-164000,18-12-2018,22-12-2018,Standard Class,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,2018-12
CA-2015-164224,18-05-2015,20-05-2015,Second Class,Ted Trevino,Consumer,United States,Akron,Ohio,East,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,2015-05
CA-2015-164224,18-05-2015,20-05-2015,Second Class,Ted Trevino,Consumer,United States,Akron,Ohio,East,Office Supplies,Paper,Xerox 1949,15.936,2015-05
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Technology,Phones,Jabra SPEAK 410,601.536,2015-11
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,2015-11
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2015-11
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,2015-11
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,2015-11
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,2015-11
CA-2017-108882,09-01-2017,15-01-2017,Standard Class,Laura Armstrong,Corporate,United States,Fresno,California,West,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,2017-01
CA-2017-108882,09-01-2017,15-01-2017,Standard Class,Laura Armstrong,Corporate,United States,Fresno,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,2017-01
US-2018-108245,22-09-2018,27-09-2018,Standard Class,Sally Hughsby,Corporate,United States,Pearland,Texas,Central,Office Supplies,Envelopes,Staple envelope,13.392,2018-09
US-2018-108245,22-09-2018,27-09-2018,Standard Class,Sally Hughsby,Corporate,United States,Pearland,Texas,Central,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,2018-09
CA-2015-142314,23-12-2015,28-12-2015,Standard Class,Sarah Foster,Consumer,United States,Richmond,Indiana,Central,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,2015-12
CA-2017-132409,26-05-2017,01-06-2017,Standard Class,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,2017-05
CA-2017-132409,26-05-2017,01-06-2017,Standard Class,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2017-05
CA-2018-150189,08-07-2018,10-07-2018,First Class,Vivek Gonzalez,Consumer,United States,San Mateo,California,West,Office Supplies,Labels,Avery 485,75.18,2018-07
CA-2015-114433,13-05-2015,17-05-2015,Standard Class,Naresj Patel,Consumer,United States,Oakland,California,West,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,2015-05
CA-2018-104640,10-11-2018,16-11-2018,Standard Class,Frank Hawley,Corporate,United States,New York City,New York,East,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,2018-11
CA-2018-104640,10-11-2018,16-11-2018,Standard Class,Frank Hawley,Corporate,United States,New York City,New York,East,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2018-11
US-2016-137008,02-10-2016,08-10-2016,Standard Class,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,2016-10
US-2016-137008,02-10-2016,08-10-2016,Standard Class,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,2016-10
US-2016-137008,02-10-2016,08-10-2016,Standard Class,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,2016-10
CA-2015-108189,02-10-2015,05-10-2015,First Class,Erin Smith,Corporate,United States,Tempe,Arizona,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2015-10
CA-2015-108189,02-10-2015,05-10-2015,First Class,Erin Smith,Corporate,United States,Tempe,Arizona,West,Office Supplies,Fasteners,Staples,4.672,2015-10
CA-2015-108189,02-10-2015,05-10-2015,First Class,Erin Smith,Corporate,United States,Tempe,Arizona,West,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2015-10
